RT_ID,SN_B,STOP_CD_B,SN_E,STOP_CD_E,DIST,LMT_SPD
VAENPC-NA1,4,TINCN1A,5,CIBAN1A,12664,60
VAENPC-NA1,5,CIBAN1A,6,PACHO  ,2036,40
VAENPH-NA1,1,ESTAN2A,2,IBVTK2A,474,60
VAENPH-NA1,2,IBVTK2A,3,OJOAG2A,295,60
VAENPH-NA1,3,OJOAG2A,4,TINCN1A,3294,80
VAENPH-NA1,4,TINCN1A,5,PACUR  ,10062,40
VAENS1-NA2,1,ESTAN2A,2,IBVTK2A,474,60
VAENS1-NA2,2,IBVTK2A,3,OJOAG2A,295,60
VAENS1-NA2,3,OJOAG2A,4,FULCB1A,1768,40
VAENS1-NA2,4,FULCB1A,5,EPUSI1A,362,40
VAENS1-NA2,5,EPUSI1A,6,POLIC1A,391,30
VAENS1-NA2,6,POLIC1A,7,CSTSL2A,65,40
VAENS1-NA2,7,CSTSL2A,8,ETAP11A,309,40
VAENST-NA2,1,ESTAN2A,2,IBVTK2A,474,60
VAENST-NA2,2,IBVTK2A,3,OJOAG2A,295,60
VAENST-NA2,3,OJOAG2A,4,FULCB1A,1768,40
VAENST-NA2,4,FULCB1A,5,EPUSI1A,362,40
VAENST-NA2,5,EPUSI1A,6,POLIC1A,391,30
VAENST-NA2,6,POLIC1A,7,CSTSL2A,65,40
VAENST-NA2,7,CSTSL2A,8,ESCSL2A,331,30
VAENST-NA2,8,ESCSL2A,9,ET4SL2A,285,40
VAENST-NA2,9,ET4SL2A,10,C10SL2A,163,40
VAENST-NA2,10,C10SL2A,11,GUASL2A,145,40
VAENST-NA2,11,GUASL2A,12,STMSL2A,398,30
VAENST-NA2,12,STMSL2A,13,SANTA2A,360,40
VAENST-NA2,13,SANTA2A,14,ESTASLA,379,40
VAENTE-NA2,1,ESTAN2A,2,IBVTK2A,474,60
VAENTE-NA2,2,IBVTK2A,3,OJOAG2A,295,60
VAENTE-NA2,3,OJOAG2A,4,FULCB1A,1768,40
VAENTE-NA2,4,FULCB1A,5,EPUSI1A,362,40
VAENTE-NA2,5,EPUSI1A,6,POLIC1A,391,30
VAENTE-NA2,6,POLIC1A,7,ESCSL2A,331,30
VAENTE-NA2,7,ESCSL2A,8,ET4SL2A,285,40
VAENTE-NA2,8,ET4SL2A,9,C10SL2A,163,40
VAENTE-NA2,9,C10SL2A,10,GUASL2A,145,40
VAENTE-NA2,10,GUASL2A,11,STMSL2A,398,30
VAENTE-NA2,11,STMSL2A,12,SANTA2A,360,40
VAENTE-NA2,12,SANTA2A,13,ESTATCA,936,40
VAENVV-NA1,1,ESTAN2A,2,IBVTK2A,474,60
VAENVV-NA1,2,IBVTK2A,3,OJOAG2A,295,60
VAENVV-NA1,3,OJOAG2A,4,TINCN1A,3294,80
VAENVV-NA1,4,TINCN1A,5,GMSCN1A,8442,80
VAENVV-NA1,5,GMSCN1A,6,VVETK2A,1977,60
VAERAC-NA2,1,ESTAN2A,2,ESTAN1A,933,60
VAERLA-NA2,1,ESTAN2A,2,ANDESLA,648,30
VAEROAC-N2,1,ESTAN2A,2,ESTAN1A,933,60
VAEROLA-N2,1,ESTAN2A,2,ANDESLA,648,30
VAEROPB-N2,1,ESTAN2A,2,OJOAG2A,769,60
VAEROPB-N2,2,OJOAG2A,3,PMACN4A,386,60
VAEROPB-N2,3,PMACN4A,4,ETITK3A,399,40
VAEROPB-N2,4,ETITK3A,5,CSITK2A,208,60
VAEROPB-N2,5,CSITK2A,6,MILTK2A,978,60
VAEROPB-N2,6,MILTK2A,7,CHITK2A,684,60
VAEROPB-N2,7,CHITK2A,8,CELTK2A,278,60
VAEROPB-N2,8,CELTK2A,9,ZAITK2A,313,60
VAEROPB-N2,9,ZAITK2A,10,ULATK2A,240,60
VAEROPB-N2,10,ULATK2A,11,ROCTK2A,428,60
VAEROPB-N2,11,ROCTK2A,12,PALTK2A,268,60
VAEROPB-N2,12,PALTK2A,13,LAJTK2A,463,60
VAEROPB-N2,13,LAJTK2A,14,GONTK2A,764,60
VAEROPB-N2,14,GONTK2A,15,EBETK2A,538,60
VAEROPB-N2,15,EBETK2A,16,FLOTK2A,593,60
VAEROPB-N2,16,FLOTK2A,17,CABTK2A,611,60
VAEROPB-N2,17,CABTK2A,18,PACAB  ,393,40
VAEROPF-N2,1,ESTAN2A,2,ANDINTA,510,20
VAEROPF-N2,2,ANDINTA,3,SJOTK1A,603,60
VAEROPF-N2,3,SJOTK1A,4,ERUTK1A,899,60
VAEROPF-N2,4,ERUTK1A,5,COLTM2A,1145,60
VAEROPF-N2,5,COLTM2A,6,SHETM2A,619,60
VAEROPF-N2,6,SHETM2A,7,ROOTM2A,608,40
VAEROPF-N2,7,ROOTM2A,8,VGAVR1A,580,60
VAEROPF-N2,8,VGAVR1A,9,BALBO2A,609,60
VAEROPF-N2,9,BALBO2A,10,PBAVE1A,842,40
VAEROPO-N2,1,ESTAN2A,2,IBVTK2A,474,60
VAEROPO-N2,2,IBVTK2A,3,PAOJO  ,714,40
VAEROPS-N2,1,ESTAN2A,2,ESTAN1A,933,60
VAEROPS-N2,2,ESTAN1A,3,CLZVR1A,827,40
VAEROPS-N2,3,CLZVR1A,4,VPESA1A,215,30
VAEROSB-N2,1,ESTAN2A,2,IBVTK2A,474,60
VAEROSB-N2,2,IBVTK2A,3,OJOAG2A,295,60
VAEROSB-N2,3,OJOAG2A,4,PMACN4A,386,60
VAEROSB-N2,4,PMACN4A,5,ETITK3A,399,40
VAEROSB-N2,5,ETITK3A,6,CSITK2A,208,60
VAEROSB-N2,6,CSITK2A,7,ESTSI2A,356,60
VAEROVE-N2,1,ESTAN2A,2,ESTAN1A,933,60
VAEROVE-N2,2,ESTAN1A,3,VERAN3A,436,40
VAEROVR-N2,2,ANDINTA,3,SJOTK1A,603,60
VAEROVR-N2,3,SJOTK1A,4,RODTK1A,306,60
VAEROVR-N2,4,RODTK1A,5,PAZTK1A,372,60
VAEROVR-N2,5,PAZTK1A,6,ERUTK1A,221,60
VAEROVR-N2,6,ERUTK1A,7,PSMTK4A,659,60
VAEROVR-N2,7,PSMTK4A,8,MASMITA,177,60
VAEROVR-N2,8,MASMITA,9,GESTATA,1353,60
VAEROVR-N2,9,GESTATA,10,VILRICA,648,40
VAERPB-NA2,1,ESTAN2A,2,OJOAG2A,769,60
VAERPB-NA2,2,OJOAG2A,3,PMACN4A,386,60
VAERPB-NA2,3,PMACN4A,4,ETITK3A,399,40
VAERPB-NA2,4,ETITK3A,5,CSITK2A,208,60
VAERPB-NA2,5,CSITK2A,6,MILTK2A,978,60
VAERPB-NA2,6,MILTK2A,7,CHITK2A,684,60
VAERPB-NA2,7,CHITK2A,8,CELTK2A,278,60
VAERPB-NA2,8,CELTK2A,9,ZAITK2A,313,60
VAERPB-NA2,9,ZAITK2A,10,ULATK2A,240,60
VAERPB-NA2,11,ROCTK2A,12,PALTK2A,268,60
VAERPB-NA2,12,PALTK2A,13,LAJTK2A,463,60
VAERPB-NA2,13,LAJTK2A,14,GONTK2A,764,60
VAERPB-NA2,14,GONTK2A,15,EBETK2A,538,60
VAERPB-NA2,15,EBETK2A,16,FLOTK2A,593,60
VAERPB-NA2,16,FLOTK2A,17,CABTK2A,611,60
VAERPB-NA2,17,CABTK2A,18,PACAB  ,393,40
VAERPF-NA2,1,ESTAN2A,2,ANDINTA,510,20
VAERPF-NA2,2,ANDINTA,3,SJOTK1A,603,60
VAERPF-NA2,3,SJOTK1A,4,ERUTK1A,899,60
VAERPF-NA2,4,ERUTK1A,5,COLTM2A,1145,60
VAERPF-NA2,5,COLTM2A,6,SHETM2A,619,60
VAERPF-NA2,6,SHETM2A,7,ROOTM2A,608,40
VAERPF-NA2,7,ROOTM2A,8,VGAVR1A,580,60
VAERPF-NA2,8,VGAVR1A,9,BALBO2A,609,60
VAERPF-NA2,9,BALBO2A,10,PBAVE1A,842,40
VAERPO-NA2,1,ESTAN2A,2,IBVTK2A,474,60
VAERPO-NA2,2,IBVTK2A,3,PAOJO  ,714,40
VAERPS-NA2,1,ESTAN2A,2,ESTAN1A,933,60
VAERPS-NA2,2,ESTAN1A,3,CLZVR1A,827,40
VAERPS-NA2,3,CLZVR1A,4,VPESA1A,215,30
VAERSB-NA2,1,ESTAN2A,2,IBVTK2A,474,60
VAERSB-NA2,2,IBVTK2A,3,OJOAG2A,295,60
VAERSB-NA2,3,OJOAG2A,4,PMACN4A,386,60
VAERSB-NA2,4,PMACN4A,5,ETITK3A,399,40
VAERSB-NA2,5,ETITK3A,6,CSITK2A,208,60
VAERSB-NA2,6,CSITK2A,7,ESTSI2A,356,60
VAERVE-NA2,1,ESTAN2A,2,ESTAN1A,933,60
VAERVE-NA2,2,ESTAN1A,3,VERAN3A,436,40
VAERVR-NA2,1,ESTAN2A,2,ANDINTA,510,20
VAERVR-NA2,2,ANDINTA,3,SJOTK1A,603,60
VAERVR-NA2,3,SJOTK1A,4,RODTK1A,306,60
VAERVR-NA2,4,RODTK1A,5,PAZTK1A,372,60
VAERVR-NA2,5,PAZTK1A,6,ERUTK1A,221,60
VAERVR-NA2,6,ERUTK1A,7,PSMTK4A,659,60
VAERVR-NA2,7,PSMTK4A,8,MASMITA,177,60
VAERVR-NA2,8,MASMITA,9,GESTATA,1353,60
VAERVR-NA2,9,GESTATA,10,VILRICA,648,40
VAKAL-I,1,VALLE1A,2,ESAVA1A,427,40
VAKAL-I,2,ESAVA1A,3,ENTVA1A,607,40
VAKAL-I,3,ENTVA1A,4,TVASI4A,64,40
VAKAL-I,4,TVASI4A,5,PUESI1A,173,40
VAKAL-I,5,PUESI1A,6,VALSI1A,203,40
VAKAL-I,6,VALSI1A,7,SANSI1A,413,40
VAKAL-I,7,SANSI1A,8,CRUTK1A,660,60
VAKAL-I,8,CRUTK1A,9,PMACN4A,571,60
VAKAL-I,9,PMACN4A,10,OJOAG1A,402,60
VAKAL-I,10,OJOAG1A,11,IBVTK1A,450,60
VAKAL-I,11,IBVTK1A,12,ESTAN1D,341,60
VAKAL-I,12,ESTAN1D,13,SJOTK1A,606,60
VAKAL-I,13,SJOTK1A,14,RODTK1A,306,60
VAKAL-I,14,RODTK1A,15,PAZTK1A,372,60
VAKAL-I,15,PAZTK1A,16,ERUTK1A,221,60
VAKAL-I,16,ERUTK1A,17,PSMTK4A,659,60
VAKAL-I,17,PSMTK4A,18,MASMITA,177,60
VAKAL-I,18,MASMITA,19,C81TK1A,655,60
VAKAL-I,19,C81TK1A,20,ESPNU1A,305,60
VAKAL-I,20,ESPNU1A,21,ES12O1A,941,60
VAKAL-I,21,ES12O1A,22,ASBTK4A,61,60
VAKAL-I,22,ASBTK4A,23,EBOTK1A,424,60
VAKAL-I,23,EBOTK1A,24,ESTIG1A,655,60
VAKAL-I,24,ESTIG1A,25,INGEN1A,300,60
VAKAL-I,25,INGEN1A,26,BETAN1A,413,60
VAKAL-I,26,BETAN1A,27,C64TK1A,271,60
VAKAL-I,27,C64TK1A,28,LPAVA1A,891,60
VAKAL-I,28,LPAVA1A,29,GCVTM4A,602,60
VAKAL-I,29,GCVTM4A,30,UNATK1A,565,60
VAKAL-I,30,UNATK1A,31,VVETK1A,321,60
VAKAL-I,31,VVETK1A,32,AVNCE4A,554,60
VAKAL-I,32,AVNCE4A,33,MSOCE1A,293,60
VAKAL-I,33,MSOCE1A,34,PERVE3A,598,60
VAKAL-I,34,PERVE3A,35,IGLDB3A,274,60
VAKAL-I,35,IGLDB3A,36,PCACE3A,288,60
VAKAL-I,36,PCACE3A,37,CAMCE3A,640,60
VAKAL-I,37,CAMCE3A,38,MOGCE4A,59,60
VAKAL-I,39,ABACE1A,40,PNACE1A,565,40
VAKAL-I,40,PNACE1A,41,ALBROCC,2518,40
VAKAL-R,1,ALBROCC,2,PNACE2A,3154,40
VAKAL-R,2,PNACE2A,3,ABACE2A,317,40
VAKAL-R,3,ABACE2A,4,MOGCE4A,993,60
VAKAL-R,4,MOGCE4A,5,ESTAMAM,1038,40
VAKAL-R,5,ESTAMAM,6,MCACE3A,405,40
VAKAL-R,6,MCACE3A,7,C28CE3A,338,60
VAKAL-R,7,C28CE3A,8,LONCE3A,284,60
VAKAL-R,8,LONCE3A,9,PFACE3A,279,60
VAKAL-R,9,PFACE3A,10,MEFCE4A,139,60
VAKAL-R,10,MEFCE4A,11,IJACE3A,98,60
VAKAL-R,11,IJACE3A,12,AVNCE4A,782,60
VAKAL-R,12,AVNCE4A,13,VVETK2A,274,60
VAKAL-R,13,VVETK2A,14,UNATK2A,320,60
VAKAL-R,14,UNATK2A,15,GCVTM4A,536,60
VAKAL-R,15,GCVTM4A,16,LPAVA2A,643,60
VAKAL-R,16,LPAVA2A,17,C64TK2A,910,60
VAKAL-R,17,C64TK2A,18,BETTK2A,270,60
VAKAL-R,18,BETTK2A,19,INGEN2A,410,60
VAKAL-R,19,INGEN2A,20,ESTIG2A,501,60
VAKAL-R,20,ESTIG2A,21,EBOTK2A,509,60
VAKAL-R,21,EBOTK2A,22,ASBTK4A,322,60
VAKAL-R,22,ASBTK4A,23,ES12O2A,101,60
VAKAL-R,23,ES12O2A,24,CPATK2A,344,60
VAKAL-R,24,CPATK2A,25,ESPNU2A,543,60
VAKAL-R,25,ESPNU2A,26,C81TK2A,214,60
VAKAL-R,26,C81TK2A,27,GESTATA,648,60
VAKAL-R,27,GESTATA,28,PSMTK4A,246,60
VAKAL-R,28,PSMTK4A,29,ERUTK2A,658,60
VAKAL-R,29,ERUTK2A,30,PAZTK2A,420,60
VAKAL-R,30,PAZTK2A,31,MOYTK3A,280,60
VAKAL-R,31,MOYTK3A,32,SJOTK2A,400,60
VAKAL-R,32,SJOTK2A,33,ESTAN2F,505,60
VAKAL-R,33,ESTAN2F,34,IBVTK2A,474,60
VAKAL-R,34,IBVTK2A,35,OJOAG2A,295,60
VAKAL-R,35,OJOAG2A,36,PMACN4A,386,60
VAKAL-R,36,PMACN4A,37,ETITK3A,399,40
VAKAL-R,37,ETITK3A,38,SANSI2A,371,40
VAKAL-R,38,SANSI2A,39,VALSI2A,409,40
VAKAL-R,39,VALSI2A,40,PUESI2A,209,40
VAKAL-R,40,PUESI2A,41,TVASI4A,150,40
VAKAL-R,41,TVASI4A,42,ENTVA2A,300,40
VAKAL-R,42,ENTVA2A,43,CAAVA3A,421,30
VAKAL-R,43,CAAVA3A,44,ESAVA2A,183,40
VAKAL-R,44,ESAVA2A,45,VALLE2A,433,30
VAL2A2-NA1,1,ALBROCA,2,ASCBL3A,2868,60
VAL2A2-NA1,2,ASCBL3A,3,TBABL3A,667,60
VAL2A2-NA1,3,TBABL3A,4,CIBAN1A,202,60
VAL2A2-NA1,4,CIBAN1A,5,YMCBL3A,385,40
VAL2A2-NA1,5,YMCBL3A,6,GAVBL3A,327,30
VAL2A2-NA1,6,GAVBL3A,7,AMELI3A,739,40
VAL2PC-NA1,1,ALBROCA,2,ASCBL3A,2868,60
VAL2PC-NA1,2,ASCBL3A,3,TBABL3A,667,60
VAL2PC-NA1,3,TBABL3A,4,CIBAN1A,202,60
VAL2PC-NA1,4,CIBAN1A,5,YMCBL3A,385,40
VAL2PC-NA1,5,YMCBL3A,6,GAVBL3A,327,30
VAL2PC-NA1,6,GAVBL3A,7,AMELI3A,739,40
VAL2PC-NA1,7,AMELI3A,8,PACHO  ,577,40
VALAAED-N1,1,ALBROCA,2,DORAD1A,9434,60
VALAAPH-N1,1,ALBROCA,2,DOMCE2A,5244,40
VALAAPH-N1,2,DOMCE2A,3,PYTCE4A,388,40
VALAAPH-N1,3,PYTCE4A,4,PACUR  ,694,40
VALAIPC-N1,1,ALBROCA,2,ASCBL3A,2868,60
VALAIPC-N1,2,ASCBL3A,3,TBABL3A,667,60
VALAIPC-N1,3,TBABL3A,4,CIBAN1A,202,60
VALAIPC-N1,4,CIBAN1A,5,ENADA1A,562,60
VALAIPC-N1,5,ENADA1A,6,HOOAD1A,1054,40
VALAIPC-N1,7,FIGAD1A,8,FIGAD2A,1198,40
VALAIPC-N1,8,FIGAD2A,9,HOOAD2A,583,40
VALAIPC-N1,9,HOOAD2A,10,PACHO  ,2428,40
VALCLA2-N1,1,ALBROCA,2,ASCBL3A,2868,60
VALCLA2-N1,2,ASCBL3A,3,TBABL3A,667,60
VALCLA2-N1,3,TBABL3A,4,CIBAN1A,202,60
VALCLA2-N1,4,CIBAN1A,5,YMCBL3A,385,40
VALCLA2-N1,5,YMCBL3A,6,GAVBL3A,327,30
VALCLA2-N1,6,GAVBL3A,7,AMELI3A,739,40
VALCNAC-N2,1,ALBROCA,2,TINCN2A,13254,80
VALCNAC-N2,2,TINCN2A,3,OJOAG1A,2700,60
VALCNAC-N2,3,OJOAG1A,4,IBVTK1A,450,60
VALCNAC-N2,4,IBVTK1A,5,ESTAN1A,341,60
VALCNAZ-N2,1,ALBROCA,2,TINCN2A,13254,80
VALCNAZ-N2,2,TINCN2A,3,ETITK3A,2410,40
VALCNAZ-N2,3,ETITK3A,4,CSITK2A,208,60
VALCNAZ-N2,4,CSITK2A,5,MILTK2A,978,60
VALCNAZ-N2,5,MILTK2A,6,CHITK2A,684,60
VALCNAZ-N2,6,CHITK2A,7,CELTK2A,278,60
VALCNAZ-N2,7,CELTK2A,8,ZAITK2A,313,60
VALCNAZ-N2,8,ZAITK2A,9,ULATK2A,240,60
VALCNAZ-N2,9,ULATK2A,10,ROCTK2A,428,60
VALCNAZ-N2,10,ROCTK2A,11,PALTK2A,268,60
VALCNAZ-N2,11,PALTK2A,12,LAJTK2A,463,60
VALCNAZ-N2,12,LAJTK2A,13,GONTK2A,764,60
VALCNAZ-N2,13,GONTK2A,14,EBETK2A,538,60
VALCNAZ-N2,14,EBETK2A,15,FLOTK2A,593,60
VALCNAZ-N2,15,FLOTK2A,16,CABTK2A,611,60
VALCNAZ-N2,16,CABTK2A,17,CIUCB2A,793,60
VALCNAZ-N2,17,CIUCB2A,18,VCUTK2A,586,60
VALCNAZ-N2,18,VCUTK2A,19,ROQTK2A,327,60
VALCNAZ-N2,19,ROQTK2A,20,EALCDIA,632,30
VALCNC6-N2,1,ALBROCA,2,GMACN2A,12935,80
VALCNC6-N2,2,GMACN2A,3,SROCN3A,14310,60
VALCNC6-N2,3,SROCN3A,4,ECRTK2A,600,60
VALCNC6-N2,4,ECRTK2A,5,DONBN2A,240,60
VALCNC6-N2,5,DONBN2A,6,CARTK2A,567,60
VALCNC6-N2,6,CARTK2A,7,TROTK2A,844,60
VALCNC6-N2,7,TROTK2A,8,CHCTK2A,1017,60
VALCNC6-N2,8,CHCTK2A,9,VEGTK2A,955,60
VALCNC6-N2,9,VEGTK2A,10,EROTK2A,208,60
VALCNC6-N2,10,EROTK2A,11,BEATK2A,223,60
VALCNC6-N2,11,BEATK2A,12,ABETK2A,321,60
VALCNC6-N2,12,ABETK2A,13,VLITK2A,928,60
VALCNC6-N2,13,VLITK2A,14,LPATK2A,385,60
VALCNC6-N2,14,LPATK2A,15,ICHTK4A,636,60
VALCNC6-N2,15,ICHTK4A,16,CANCP1A,188,40
VALCNCH-R2,1,ALBROCA,2,GMACN2A,12935,80
VALCNCH-R2,2,GMACN2A,3,SROCN3A,14310,60
VALCNCH-R2,3,SROCN3A,4,ECRTK2A,600,60
VALCNCH-R2,4,ECRTK2A,5,DONBN2A,240,60
VALCNCH-R2,5,DONBN2A,6,CARTK2A,567,60
VALCNCH-R2,6,CARTK2A,7,TROTK2A,844,60
VALCNCH-R2,7,TROTK2A,8,CHCTK2A,1017,60
VALCNCH-R2,9,VEGTK2A,10,EROTK2A,208,60
VALCNCH-R2,11,BEATK2A,12,ABETK2A,321,60
VALCNCH-R2,13,VLITK2A,14,LPATK2A,385,60
VALCNCH-R2,16,CHBTK2A,17,BPJTK2A,378,60
VALCNCH-R2,17,BPJTK2A,18,POTTK2A,572,60
VALCNCH-R2,18,POTTK2A,19,VUNTK2A,198,60
VALCNCH-R2,19,VUNTK2A,20,MADTK2A,231,60
VALCNCH-R2,20,MADTK2A,21,ALATK2A,327,60
VALCNCH-R2,21,ALATK2A,22,CHAGR2A,306,60
VALCNCH-R2,22,CHAGR2A,23,CHAGR1A,4747,60
VALCNCR-N2,1,ALBROCA,2,TINCN2A,13254,80
VALCNCR-N2,2,TINCN2A,3,ETITK3A,2410,40
VALCNCR-N2,3,ETITK3A,4,CSITK2A,208,60
VALCNCR-N2,4,CSITK2A,5,MILTK2A,978,60
VALCNCR-N2,5,MILTK2A,6,CHITK2A,684,60
VALCNCR-N2,6,CHITK2A,7,CELTK2A,278,60
VALCNCR-N2,7,CELTK2A,8,ZAITK2A,313,60
VALCNCR-N2,8,ZAITK2A,9,ULATK2A,240,60
VALCNCR-N2,9,ULATK2A,10,ROCTK2A,428,60
VALCNCR-N2,10,ROCTK2A,11,PALTK2A,268,60
VALCNCR-N2,11,PALTK2A,12,LAJTK2A,463,60
VALCNCR-N2,12,LAJTK2A,13,GONTK2A,764,60
VALCNCR-N2,13,GONTK2A,14,EBETK2A,538,60
VALCNCR-N2,14,EBETK2A,15,FLOTK2A,593,60
VALCNCR-N2,15,FLOTK2A,16,CABTK2A,611,60
VALCNEA-N2,1,ALBROCA,2,TINCN2A,13254,80
VALCNEA-N2,2,TINCN2A,3,ETITK3A,2410,40
VALCNEA-N2,3,ETITK3A,4,CSITK2A,208,60
VALCNEA-N2,4,CSITK2A,5,MILTK2A,978,60
VALCNEA-N2,5,MILTK2A,6,CHITK2A,684,60
VALCNEA-N2,6,CHITK2A,7,CELTK2A,278,60
VALCNEA-N2,8,ZAITK2A,9,ULATK2A,240,60
VALCNEA-N2,9,ULATK2A,10,ROCTK2A,428,60
VALCNEA-N2,10,ROCTK2A,11,PALTK2A,268,60
VALCNEA-N2,11,PALTK2A,12,LAJTK2A,463,60
VALCNEA-N2,12,LAJTK2A,13,GONTK2A,764,60
VALCNEA-N2,13,GONTK2A,14,EBETK2A,538,60
VALCNEA-N2,14,EBETK2A,15,FLOTK2A,593,60
VALCNEA-N2,15,FLOTK2A,16,CABTK2A,611,60
VALCNEA-N2,16,CABTK2A,17,MECCB2A,728,60
VALCNEA-N2,17,MECCB2A,18,JUDCB2A,331,40
VALCNEA-N2,18,JUDCB2A,19,MELCB2A,441,40
VALCNEA-N2,19,MELCB2A,20,C4BCB2A,522,30
VALCNEA-N2,20,C4BCB2A,21,C7BCB2A,337,40
VALCNEA-N2,21,C7BCB2A,22,TERCB2A,347,40
VALCNEA-N2,22,TERCB2A,23,BOLIV2A,467,40
VALCNEA-N2,23,BOLIV2A,24,NATCB3A,246,40
VALCNEA-N2,24,NATCB3A,25,AVFCB2A,314,40
VALCNEA-N2,25,AVFCB2A,26,BOLCB2A,246,40
VALCNEA-N2,26,BOLCB2A,27,AMANE1A,344,40
VALCNEC-N2,1,ALBROCA,2,TINCN2A,13254,80
VALCNEC-N2,2,TINCN2A,3,ETITK3A,2410,40
VALCNEC-N2,3,ETITK3A,4,CSITK2A,208,60
VALCNEC-N2,4,CSITK2A,5,MILTK2A,978,60
VALCNEC-N2,5,MILTK2A,6,CHITK2A,684,60
VALCNEC-N2,6,CHITK2A,7,CELTK2A,278,60
VALCNEC-N2,7,CELTK2A,8,ZAITK2A,313,60
VALCNEC-N2,8,ZAITK2A,9,ULATK2A,240,60
VALCNEC-N2,9,ULATK2A,10,ROCTK2A,428,60
VALCNEC-N2,10,ROCTK2A,11,PALTK2A,268,60
VALCNEC-N2,11,PALTK2A,12,LAJTK2A,463,60
VALCNEC-N2,12,LAJTK2A,13,GONTK2A,764,60
VALCNEC-N2,13,GONTK2A,14,EBETK2A,538,60
VALCNEC-N2,14,EBETK2A,15,FLOTK2A,593,60
VALCNEC-N2,15,FLOTK2A,16,CABTK2A,611,60
VALCNEC-N2,16,CABTK2A,17,ESTACAA,323,40
VALCNER-N2,1,ALBROCA,2,TINCN2A,13254,80
VALCNER-N2,2,TINCN2A,3,GBICN2A,9256,80
VALCNER-N2,3,GBICN2A,4,CVITM2A,3723,60
VALCNER-N2,4,CVITM2A,5,ESTLP2A,406,40
VALCNER-N2,5,ESTLP2A,6,BSATM2A,700,60
VALCNER-N2,6,BSATM2A,7,NCATM2A,847,60
VALCNER-N2,7,NCATM2A,8,CCRUCEA,564,60
VALCNER-N2,8,CCRUCEA,9,PPETM4A,165,60
VALCNER-N2,9,PPETM4A,10,BALPE2A,153,40
VALCNER-N2,10,BALPE2A,11,ESTAPAA,373,40
VALCNLA-N2,1,ALBROCA,2,TINCN2A,13254,80
VALCNLA-N2,2,TINCN2A,3,OJOAG1A,2700,60
VALCNLA-N2,3,OJOAG1A,4,ANDESLA,1187,30
VALCNLR-N2,1,ALBROCA,2,TINCN2A,13254,80
VALCNLR-N2,2,TINCN2A,3,GBICN2A,9256,80
VALCNLR-N2,3,GBICN2A,4,CVITM2A,3723,60
VALCNLR-N2,4,CVITM2A,5,PUEBL4A,434,60
VALCNM1-N2,1,ALBROCA,2,TINCN2A,13254,80
VALCNM1-N2,2,TINCN2A,3,PINCB2A,3567,40
VALCNM1-N2,3,PINCB2A,4,ISMCB2A,249,40
VALCNM1-N2,4,ISMCB2A,5,VILCB2A,344,40
VALCNM1-N2,5,VILCB2A,6,ENTMP2A,630,40
VALCNM1-N2,6,ENTMP2A,7,CORMP2A,465,40
VALCNM1-N2,7,CORMP2A,8,MANOP2A,519,40
VALCNM1-N2,8,MANOP2A,9,MANOP1A,658,40
VALCNP2-N2,1,ALBROCA,2,TINCN2A,13254,80
VALCNP2-N2,2,TINCN2A,3,GBICN2A,9256,80
VALCNP2-N2,3,GBICN2A,4,CVITM2A,3723,60
VALCNP2-N2,4,CVITM2A,5,ESTLP2A,406,40
VALCNP2-N2,5,ESTLP2A,6,BSATM2A,700,60
VALCNP2-N2,6,BSATM2A,7,NCATM2A,847,60
VALCNP2-N2,7,NCATM2A,8,CCRUCEA,564,60
VALCNP2-N2,8,CCRUCEA,9,PPETM4A,165,60
VALCNP2-N2,9,PPETM4A,10,BALPE2A,153,40
VALCNP2-N2,10,BALPE2A,11,PAZPE2A,262,40
VALCNP2-N2,11,PAZPE2A,12,NAZPE2A,405,40
VALCNP2-N2,12,NAZPE2A,13,TVLPE2A,590,40
VALCNP2-N2,13,TVLPE2A,14,VLOPE2A,75,40
VALCNP2-N2,14,VLOPE2A,15,RANPE2A,613,40
VALCNP2-N2,15,RANPE2A,16,SJOSJ2A,466,40
VALCNP2-N2,16,SJOSJ2A,17,ESTAPEA,594,40
VALCNP7-N2,1,ALBROCA,2,TINCN2A,13254,80
VALCNP7-N2,2,TINCN2A,3,FULCB1A,3775,40
VALCNP7-N2,3,FULCB1A,4,PUESI2A,520,40
VALCNP7-N2,4,PUESI2A,5,POLSI2A,473,30
VALCNPB-N2,1,ALBROCA,2,TINCN2A,13254,80
VALCNPB-N2,2,TINCN2A,3,ETITK3A,2410,40
VALCNPB-N2,3,ETITK3A,4,CSITK2A,208,60
VALCNPB-N2,4,CSITK2A,5,MILTK2A,978,60
VALCNPB-N2,5,MILTK2A,6,CHITK2A,684,60
VALCNPB-N2,6,CHITK2A,7,CELTK2A,278,60
VALCNPB-N2,7,CELTK2A,8,ZAITK2A,313,60
VALCNPB-N2,8,ZAITK2A,9,ULATK2A,240,60
VALCNPB-N2,9,ULATK2A,10,ROCTK2A,428,60
VALCNPB-N2,10,ROCTK2A,11,PALTK2A,268,60
VALCNPB-N2,11,PALTK2A,12,LAJTK2A,463,60
VALCNPB-N2,12,LAJTK2A,13,GONTK2A,764,60
VALCNPB-N2,13,GONTK2A,14,EBETK2A,538,60
VALCNPB-N2,14,EBETK2A,15,FLOTK2A,593,60
VALCNPB-N2,15,FLOTK2A,16,CABTK2A,611,60
VALCNPB-N2,16,CABTK2A,17,PACAB  ,393,40
